"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94"
"79",0.310031,0.312148,0.282081,0.296608,0.306431,0.308989,0.290153,0.289177,0.308685,0.293081,0.310072,0.29753,0.288096,0.312771,0.316316,0.305221,0.295706,0.332521,0.309256,0.324808,0.297176,0.298919,0.307957,0.298749,0.306033,0.296139,0.29872,0.315635,0.320292,0.299974,0.286992,0.303375,0.332688,0.294463,0.294862,0.297728,0.291018,0.267255,0.293086,0.288872,0.279013,0.278548,0.299667,0.291129,0.278133,0.279355,0.303369,0.265753,0.302864,0.275121,0.260556,0.256079,0.259739,0.259069,0.258947,0.2693,0.253397,0.260774,0.266812,0.256982,0.260992,0.259121,0.260313,0.268718,0.25406,0.261349,0.260502,0.272668,0.270887,0.261868,0.259423,0.268131,0.261491,0.257037,0.269083,0.263232,0.259964,0.250385,0,0.260291,0.268703,0.259852,0.26295,0.254543,0.263084,0.256256,0.256279,0.25568,0.256493,0.259913,0.259107,0.260379,0.26043,0.262446
"80",0.311865,0.317917,0.283688,0.307731,0.309089,0.307566,0.288593,0.288383,0.31182,0.293448,0.313797,0.29342,0.296645,0.314777,0.320584,0.306717,0.294395,0.338288,0.308414,0.321972,0.303358,0.303034,0.311016,0.293069,0.308906,0.29156,0.297335,0.325349,0.317535,0.30349,0.297342,0.310537,0.329025,0.289181,0.290073,0.30741,0.284829,0.269883,0.287456,0.300433,0.278298,0.282426,0.305485,0.29073,0.27706,0.291741,0.295489,0.279259,0.297592,0.279129,0.264728,0.262871,0.263332,0.26185,0.261272,0.273556,0.261929,0.259601,0.265207,0.263004,0.25887,0.262408,0.264975,0.265812,0.267875,0.263024,0.267572,0.270791,0.267776,0.266455,0.266486,0.273084,0.267324,0.261917,0.272277,0.267252,0.266709,0.26793,0.260291,0,0.273287,0.259447,0.268142,0.259189,0.261935,0.270106,0.267522,0.265621,0.267516,0.257795,0.267226,0.263399,0.25824,0.255755
"81",0.323128,0.306844,0.284982,0.29821,0.304186,0.312292,0.293386,0.293649,0.305919,0.293598,0.308639,0.297057,0.295805,0.313828,0.321888,0.312709,0.302706,0.331319,0.312773,0.322308,0.290497,0.300852,0.302046,0.294901,0.30688,0.291925,0.299512,0.31529,0.319444,0.303944,0.28685,0.306154,0.321068,0.29481,0.295286,0.308244,0.295879,0.278718,0.291003,0.297214,0.286593,0.283453,0.309591,0.29576,0.283992,0.296382,0.301342,0.283971,0.301488,0.272937,0.273232,0.264185,0.266384,0.259025,0.27,0.266222,0.271186,0.27388,0.264107,0.264388,0.266222,0.268032,0.267848,0.270062,0.273714,0.270003,0.263104,0.265966,0.260401,0.271815,0.266501,0.267025,0.266701,0.268027,0.27414,0.262561,0.272611,0.27592,0.268703,0.273287,0,0.269902,0.264585,0.264895,0.272131,0.259288,0.263361,0.272983,0.265025,0.260262,0.276563,0.262407,0.267582,0.257937
"82",0.314169,0.304894,0.283777,0.294564,0.301422,0.308276,0.288179,0.286877,0.306203,0.285009,0.309681,0.298138,0.293871,0.309777,0.320066,0.299239,0.295078,0.326297,0.308238,0.32391,0.287987,0.295026,0.302402,0.29309,0.302216,0.285514,0.29934,0.315796,0.320285,0.299439,0.283055,0.299924,0.31916,0.293701,0.294274,0.304656,0.286817,0.274962,0.28468,0.284004,0.282691,0.282188,0.296442,0.290261,0.280299,0.284085,0.293878,0.270511,0.295714,0.271921,0.261619,0.261416,0.257807,0.256312,0.257729,0.264326,0.257938,0.261722,0.26788,0.26269,0.253868,0.265148,0.268987,0.263921,0.266803,0.262837,0.266574,0.269517,0.267726,0.262401,0.261727,0.266835,0.257783,0.256342,0.25997,0.262354,0.265198,0.258774,0.259852,0.259447,0.269902,0,0.268151,0.256534,0.260936,0.254179,0.265236,0.262218,0.256753,0.255451,0.267489,0.252541,0.255076,0.258987
"83",0.318251,0.320066,0.284163,0.290774,0.299114,0.313904,0.297598,0.297743,0.302196,0.289753,0.311821,0.298652,0.284736,0.307246,0.32294,0.298179,0.290597,0.336248,0.308266,0.32428,0.299797,0.294836,0.298513,0.299369,0.311041,0.284915,0.29962,0.319343,0.318758,0.300381,0.287067,0.303689,0.329162,0.300555,0.301187,0.300252,0.288704,0.275827,0.287107,0.297737,0.284613,0.287798,0.305753,0.291539,0.276359,0.290013,0.302695,0.27038,0.300126,0.269444,0.263935,0.258158,0.252975,0.25483,0.271281,0.257331,0.261459,0.267305,0.262183,0.267148,0.259985,0.261868,0.263098,0.2685,0.268535,0.255891,0.261832,0.268817,0.26513,0.255773,0.2633,0.262427,0.260217,0.257967,0.270701,0.266828,0.259596,0.260528,0.26295,0.268142,0.264585,0.268151,0,0.259362,0.263878,0.26357,0.262345,0.262241,0.269377,0.256128,0.265779,0.253737,0.260688,0.260217
"84",0.315361,0.318032,0.276609,0.299874,0.308435,0.306787,0.286837,0.286658,0.303951,0.296582,0.319691,0.292932,0.288784,0.306991,0.318078,0.304315,0.293218,0.334732,0.308365,0.31651,0.296617,0.295228,0.297219,0.297164,0.304126,0.297807,0.297613,0.321284,0.318922,0.299541,0.280395,0.310139,0.331668,0.292436,0.292881,0.299798,0.291751,0.263238,0.288892,0.294672,0.28338,0.275064,0.302388,0.298364,0.275805,0.285243,0.301913,0.270003,0.29546,0.273004,0.261808,0.250635,0.253875,0.258287,0.26109,0.266726,0.261173,0.259867,0.267948,0.263773,0.255198,0.256365,0.267014,0.261759,0.256771,0.259975,0.257237,0.262908,0.265939,0.26279,0.264236,0.268608,0.255758,0.255451,0.268547,0.264076,0.259498,0.258586,0.254543,0.259189,0.264895,0.256534,0.259362,0,0.256355,0.261459,0.262637,0.265696,0.257522,0.254944,0.262977,0.255084,0.256853,0.254557
"85",0.322503,0.309324,0.282703,0.303979,0.314027,0.307409,0.29065,0.290466,0.30698,0.295991,0.302919,0.302174,0.29378,0.309234,0.322675,0.307174,0.300766,0.34051,0.309705,0.318216,0.298062,0.303298,0.308589,0.292819,0.309263,0.29535,0.297558,0.328419,0.323185,0.30286,0.286041,0.307468,0.327259,0.298352,0.299315,0.31166,0.297541,0.27648,0.294904,0.294688,0.285098,0.286643,0.312659,0.29347,0.277453,0.287148,0.300255,0.27068,0.297002,0.278314,0.26624,0.262335,0.261584,0.26871,0.263713,0.265685,0.256612,0.261221,0.261741,0.262656,0.257114,0.264916,0.267557,0.264841,0.267469,0.262917,0.258011,0.274575,0.263747,0.261668,0.257548,0.272635,0.263885,0.260295,0.269348,0.264098,0.265228,0.265298,0.263084,0.261935,0.272131,0.260936,0.263878,0.256355,0,0.260908,0.259226,0.265534,0.266982,0.258388,0.258603,0.257001,0.264235,0.262303
"86",0.308835,0.306554,0.282119,0.295586,0.306513,0.302425,0.288155,0.288832,0.295753,0.284613,0.317952,0.288971,0.297335,0.317711,0.322045,0.302482,0.288021,0.331007,0.297824,0.321989,0.294566,0.298243,0.301715,0.292267,0.311103,0.28715,0.298784,0.321013,0.318113,0.297686,0.287159,0.305591,0.324853,0.291141,0.291656,0.298737,0.291593,0.26568,0.282653,0.290003,0.278832,0.285805,0.299087,0.303749,0.26816,0.282966,0.288931,0.272174,0.298785,0.277174,0.269103,0.255888,0.25824,0.25369,0.261315,0.263031,0.254244,0.258436,0.262957,0.259503,0.254299,0.262576,0.258485,0.266354,0.265426,0.258056,0.257472,0.273007,0.25393,0.255587,0.257525,0.264966,0.261303,0.257403,0.267427,0.257687,0.251896,0.254506,0.256256,0.270106,0.259288,0.254179,0.26357,0.261459,0.260908,0,0.261217,0.237055,0.259725,0.252847,0.26555,0.254882,0.252658,0.261682
"87",0.323447,0.316117,0.287544,0.29557,0.309433,0.31597,0.296827,0.296716,0.313213,0.291255,0.314768,0.303704,0.292388,0.312167,0.327182,0.311103,0.297677,0.339908,0.313611,0.319508,0.300459,0.299489,0.306252,0.29229,0.305124,0.288049,0.298246,0.326137,0.329091,0.308418,0.292828,0.308932,0.328974,0.301342,0.301851,0.302255,0.294453,0.274284,0.291858,0.295281,0.284699,0.280764,0.298167,0.3011,0.273293,0.29355,0.309706,0.271792,0.297232,0.28171,0.266675,0.262449,0.256489,0.263339,0.261542,0.260152,0.266455,0.267504,0.265613,0.262522,0.2705,0.266879,0.272427,0.261765,0.263427,0.263232,0.269065,0.278021,0.261378,0.263889,0.268645,0.26039,0.259625,0.26841,0.269074,0.255609,0.259067,0.253057,0.256279,0.267522,0.263361,0.265236,0.262345,0.262637,0.259226,0.261217,0,0.256274,0.269398,0.25831,0.26547,0.260621,0.267649,0.267359
"88",0.319924,0.313306,0.285263,0.310419,0.313529,0.316999,0.294207,0.293909,0.301036,0.295127,0.316987,0.298956,0.303019,0.314899,0.322298,0.300886,0.293818,0.339503,0.312168,0.321654,0.300203,0.30308,0.30454,0.298888,0.318216,0.297734,0.292658,0.319919,0.32103,0.308592,0.288043,0.30564,0.32256,0.302851,0.302958,0.300429,0.293717,0.280278,0.293685,0.292674,0.282048,0.279711,0.303653,0.304486,0.270749,0.285299,0.304884,0.276159,0.304909,0.272314,0.265979,0.256394,0.256466,0.262716,0.259985,0.267645,0.265906,0.272809,0.276607,0.255699,0.259863,0.271077,0.262031,0.262871,0.25924,0.25894,0.258865,0.278048,0.265079,0.257999,0.267747,0.268687,0.260985,0.261893,0.269572,0.262837,0.264342,0.259711,0.25568,0.265621,0.272983,0.262218,0.262241,0.265696,0.265534,0.237055,0.256274,0,0.270219,0.262019,0.263265,0.260269,0.265629,0.266035
"89",0.316556,0.308633,0.278004,0.303023,0.307015,0.304856,0.286606,0.28597,0.298473,0.292779,0.311402,0.288718,0.286663,0.310226,0.310728,0.302957,0.290963,0.323417,0.309445,0.313598,0.294531,0.297848,0.309977,0.294148,0.306571,0.299052,0.297042,0.320082,0.319203,0.30594,0.285314,0.306263,0.327844,0.294387,0.294529,0.302364,0.287929,0.265589,0.286626,0.280994,0.281751,0.278615,0.299285,0.29525,0.278726,0.29465,0.301896,0.269633,0.295032,0.278697,0.270454,0.263319,0.262063,0.259155,0.262662,0.262354,0.25523,0.265303,0.250384,0.266327,0.262796,0.252046,0.261285,0.261546,0.268343,0.259949,0.264286,0.267604,0.262124,0.262014,0.268643,0.269769,0.261251,0.256943,0.27086,0.259084,0.263673,0.263676,0.256493,0.267516,0.265025,0.256753,0.269377,0.257522,0.266982,0.259725,0.269398,0.270219,0,0.264137,0.259581,0.252106,0.258093,0.263158
"90",0.317662,0.313656,0.279818,0.298585,0.306804,0.308451,0.286113,0.286677,0.309241,0.289853,0.309144,0.296939,0.289199,0.309162,0.313088,0.304971,0.290573,0.336468,0.308999,0.320497,0.294073,0.296098,0.300025,0.293797,0.299822,0.288118,0.296879,0.325558,0.320076,0.302598,0.288155,0.311297,0.322197,0.288043,0.288914,0.305387,0.291024,0.266464,0.289434,0.28606,0.280775,0.287767,0.305944,0.29747,0.277567,0.292015,0.296457,0.266684,0.300253,0.269942,0.257715,0.25932,0.262637,0.258665,0.26925,0.265265,0.264026,0.262484,0.258335,0.258122,0.258677,0.257634,0.264713,0.26156,0.268003,0.259843,0.259898,0.271561,0.257234,0.270738,0.264357,0.25955,0.266625,0.256592,0.268977,0.257321,0.263604,0.254832,0.259913,0.257795,0.260262,0.255451,0.256128,0.254944,0.258388,0.252847,0.25831,0.262019,0.264137,0,0.261753,0.258765,0.259067,0.263344
"91",0.320163,0.31593,0.278526,0.29891,0.30499,0.309566,0.290417,0.290339,0.300279,0.292206,0.30648,0.300844,0.295333,0.311373,0.310301,0.307937,0.300102,0.337752,0.305873,0.317535,0.298239,0.295216,0.312294,0.284227,0.301812,0.29496,0.297683,0.326679,0.320555,0.311318,0.281797,0.306657,0.32263,0.294118,0.294618,0.30657,0.286837,0.276734,0.293833,0.281586,0.283537,0.287245,0.305301,0.3,0.278866,0.286877,0.299463,0.274058,0.297026,0.278653,0.264262,0.259603,0.260825,0.260931,0.272993,0.272115,0.262984,0.262455,0.273551,0.269857,0.263532,0.27094,0.261262,0.251147,0.268955,0.255861,0.261074,0.277992,0.26553,0.262561,0.269509,0.269348,0.271621,0.266217,0.277481,0.272983,0.263959,0.262057,0.259107,0.267226,0.276563,0.267489,0.265779,0.262977,0.258603,0.26555,0.26547,0.263265,0.259581,0.261753,0,0.263185,0.265394,0.262624
"92",0.32001,0.308103,0.278497,0.294252,0.304757,0.310646,0.293498,0.292717,0.301167,0.287072,0.308376,0.297649,0.291645,0.302765,0.31721,0.299949,0.291624,0.332527,0.313404,0.315769,0.291359,0.303754,0.301089,0.286964,0.30102,0.293997,0.299593,0.315342,0.321701,0.303243,0.288686,0.301853,0.320349,0.294527,0.295357,0.303979,0.288574,0.266624,0.281878,0.286517,0.273477,0.275287,0.296612,0.292958,0.264915,0.284735,0.300971,0.27245,0.297383,0.277538,0.258048,0.249555,0.247009,0.260914,0.261416,0.264161,0.255471,0.25943,0.253887,0.257503,0.251905,0.257456,0.256039,0.255601,0.259918,0.25859,0.255912,0.270131,0.259099,0.263131,0.261419,0.268636,0.258367,0.25108,0.265955,0.257583,0.263251,0.258599,0.260379,0.263399,0.262407,0.252541,0.253737,0.255084,0.257001,0.254882,0.260621,0.260269,0.252106,0.258765,0.263185,0,0.249746,0.254944
"93",0.312389,0.309204,0.274905,0.297926,0.298018,0.308686,0.288432,0.28784,0.29843,0.286456,0.303015,0.290582,0.295142,0.302658,0.318159,0.297918,0.291507,0.328208,0.307,0.318966,0.297989,0.297397,0.295248,0.288681,0.301426,0.292347,0.297994,0.321791,0.317569,0.304691,0.283832,0.305527,0.321383,0.291298,0.291867,0.303594,0.29251,0.273511,0.28388,0.290796,0.278454,0.278117,0.294177,0.295884,0.276256,0.282399,0.298393,0.272162,0.289754,0.276933,0.259061,0.255457,0.261814,0.260648,0.266219,0.260142,0.255333,0.270166,0.263305,0.258761,0.261603,0.258278,0.265617,0.250763,0.26342,0.261499,0.256094,0.264895,0.259654,0.256616,0.268695,0.27443,0.254049,0.255009,0.269495,0.268535,0.261844,0.266098,0.26043,0.25824,0.267582,0.255076,0.260688,0.256853,0.264235,0.252658,0.267649,0.265629,0.258093,0.259067,0.265394,0.249746,0,0.258101
"94",0.314514,0.314239,0.277806,0.296091,0.306231,0.306993,0.295472,0.29523,0.303107,0.287932,0.311299,0.294986,0.295916,0.309975,0.31334,0.302708,0.289855,0.335151,0.308548,0.320824,0.302234,0.297277,0.296698,0.29414,0.309342,0.28646,0.29881,0.316974,0.32103,0.301755,0.281526,0.308266,0.315231,0.295208,0.296235,0.297502,0.289733,0.26927,0.289354,0.29102,0.283241,0.280274,0.299062,0.291507,0.28042,0.282064,0.303281,0.28072,0.301593,0.268511,0.262287,0.257215,0.258682,0.26093,0.262386,0.259479,0.259058,0.258942,0.263653,0.256141,0.254805,0.263459,0.264304,0.26616,0.260642,0.256657,0.266903,0.275557,0.262918,0.264728,0.264403,0.265211,0.258142,0.267839,0.269065,0.264295,0.260546,0.25311,0.262446,0.255755,0.257937,0.258987,0.260217,0.254557,0.262303,0.261682,0.267359,0.266035,0.263158,0.263344,0.262624,0.254944,0.258101,0
